"cod_ibge";"regiao";"uf";"municipio";"total_2010";"total_2011";"total_2012"
"5107040";"Centro Oeste";"MT";"Primavera do Leste";12;8;9
"5107065";"Centro Oeste";"MT";"Querência";1;1;1
"5107107";"Centro Oeste";"MT";"São José dos Quatro Marcos";1;1;3
"5107305";"Centro Oeste";"MT";"São José do Rio Claro";2;3;2
"5107602";"Centro Oeste";"MT";"Rondonópolis";48;46;42
"5107701";"Centro Oeste";"MT";"Rosário Oeste";2;4;1
"5107859";"Centro Oeste";"MT";"São Félix do Araguaia";3;4;1
"5107875";"Centro Oeste";"MT";"Sapezal";2;1;1
"5107909";"Centro Oeste";"MT";"Sinop";10;19;17
"5107925";"Centro Oeste";"MT";"Sorriso";21;28;16
"5107958";"Centro Oeste";"MT";"Tangará da Serra";17;24;26
"5108055";"Centro Oeste";"MT";"Terra Nova do Norte";1;1;1
"5108402";"Centro Oeste";"MT";"Várzea Grande";31;26;21
"5108600";"Centro Oeste";"MT";"Vila Rica";1;1;3
"5200258";"Centro Oeste";"GO";"Águas Lindas de Goiás";2;3;2
"5201108";"Centro Oeste";"GO";"Anápolis";76;73;110
"5201405";"Centro Oeste";"GO";"Aparecida de Goiânia";38;38;36
"5205109";"Centro Oeste";"GO";"Catalão";6;7;4
"5205307";"Centro Oeste";"GO";"Cavalcante";3;1;1
"5205406";"Centro Oeste";"GO";"Ceres";6;7;8
"5206206";"Centro Oeste";"GO";"Cristalina";3;1;3
"5208004";"Centro Oeste";"GO";"Formosa";13;15;11
"5208608";"Centro Oeste";"GO";"Goianésia";4;11;5
"5208707";"Centro Oeste";"GO";"Goiânia";696;786;795
"5209903";"Centro Oeste";"GO";"Iaciara";2;1;2
"5210109";"Centro Oeste";"GO";"Ipameri";1;2;1
"5210208";"Centro Oeste";"GO";"Iporá";2;3;3
"5210802";"Centro Oeste";"GO";"Itajá";1;1;1
"5211503";"Centro Oeste";"GO";"Itumbiara";6;6;8
"5211909";"Centro Oeste";"GO";"Jataí";7;7;5
"5212501";"Centro Oeste";"GO";"Luziânia";2;2;4
"5213087";"Centro Oeste";"GO";"Minaçu";2;4;3
"5213103";"Centro Oeste";"GO";"Mineiros";4;11;13
"5213806";"Centro Oeste";"GO";"Morrinhos";1;3;2
"5214002";"Centro Oeste";"GO";"Mozarlândia";1;1;1
"5214051";"Centro Oeste";"GO";"Mundo Novo";1;1;2
"5214606";"Centro Oeste";"GO";"Niquelândia";2;2;2
"5217104";"Centro Oeste";"GO";"Piracanjuba";3;1;1
"5217401";"Centro Oeste";"GO";"Pires do Rio";1;2;1
"5217609";"Centro Oeste";"GO";"Planaltina";4;3;2
"5218003";"Centro Oeste";"GO";"Porangatu";1;5;4
"5218300";"Centro Oeste";"GO";"Posse";4;4;3
"5218508";"Centro Oeste";"GO";"Quirinópolis";3;5;2
"5218805";"Centro Oeste";"GO";"Rio Verde";15;17;20
"5219753";"Centro Oeste";"GO";"Santo Antônio do Descoberto";1;5;2
"5220108";"Centro Oeste";"GO";"São Luís de Montes Belos";1;1;1
"5220405";"Centro Oeste";"GO";"São Simão";1;2;2
"5220454";"Centro Oeste";"GO";"Senador Canedo";3;3;5
"5221858";"Centro Oeste";"GO";"Valparaíso de Goiás";2;5;2
"5300108";"Centro Oeste";"DF";"Brasília";761;724;755
